Date,Type,Category (From),Amount (From),Currency (From),Category (To),Amount (To),Currency (To),Comment
14.01.2026 19:31,Expense,招商银行,382.80,CNY,餐厅,382.80,CNY,
16.01.2026 15:00,Expense,招商银行,89.76,CNY,咖啡馆,89.76,CNY,咖啡
17.01.2026 18:44,Expense,招商银行,176.22,CNY,日用杂货,176.22,CNY,永辉超市
18.01.2026 15:30,Income,自由职业收入,3139.95,CNY,招商银行,3139.95,CNY,副业项目
19.01.2026 11:00,Expense,招商银行,108.24,CNY,药店,108.24,CNY,
22.01.2026 13:00,Expense,招商银行,335.61,CNY,娱乐,335.61,CNY,
23.01.2026 16:42,Expense,招商银行,29.70,CNY,交通,29.70,CNY,
26.01.2026 12:00,Expense,现金,212.52,CNY,药店,212.52,CNY,
27.01.2026 20:19,Expense,现金,15.51,CNY,交通,15.51,CNY,
30.01.2026 16:01,Expense,招商银行,43.56,CNY,交通,43.56,CNY,
01.02.2026 09:00,Expense,银行卡,3960.00,CNY,房租,3960.00,CNY,公寓租金
01.02.2026 19:24,Expense,现金,33.66,CNY,交通,33.66,CNY,
02.02.2026 16:00,Expense,招商银行,265.32,CNY,娱乐,265.32,CNY,
03.02.2026 08:10,Expense,现金,345.84,CNY,日用杂货,345.84,CNY,家乐福
03.02.2026 09:30,Expense,银行卡,789.03,CNY,水电费,789.03,CNY,
03.02.2026 20:10,Expense,现金,16.83,CNY,交通,16.83,CNY,
04.02.2026 09:00,Expense,招商银行,99.00,CNY,网络,99.00,CNY,
04.02.2026 09:05,Expense,招商银行,82.50,CNY,手机,82.50,CNY,
05.02.2026 10:27,Income,工资,15071.76,CNY,招商银行,15071.76,CNY,月薪
05.02.2026 12:31,Expense,现金,411.84,CNY,日用杂货,411.84,CNY,沃尔玛
06.02.2026 08:00,Expense,招商银行,198.00,CNY,订阅,198.00,CNY,Netflix + Spotify
07.02.2026 11:00,Transfer,招商银行,3222.45,CNY,储蓄账户,3222.45,CNY,每月储蓄
09.02.2026 11:17,Expense,招商银行,49.17,CNY,咖啡馆,49.17,CNY,咖啡
09.02.2026 15:00,Transfer,招商银行,927.96,CNY,现金,927.96,CNY,ATM取款
10.02.2026 11:12,Expense,现金,33.00,CNY,交通,33.00,CNY,
10.02.2026 15:42,Expense,招商银行,44.22,CNY,咖啡馆,44.22,CNY,咖啡
10.02.2026 16:02,Expense,现金,28.71,CNY,交通,28.71,CNY,
12.02.2026 13:11,Expense,招商银行,781.77,CNY,油费,781.77,CNY,
13.02.2026 20:18,Expense,招商银行,622.71,CNY,餐厅,622.71,CNY,
15.02.2026 17:00,Expense,招商银行,738.87,CNY,购物,738.87,CNY,
15.02.2026 19:34,Expense,招商银行,43.89,CNY,咖啡馆,43.89,CNY,咖啡
16.02.2026 10:37,Expense,现金,342.21,CNY,日用杂货,342.21,CNY,永辉超市
16.02.2026 11:09,Expense,招商银行,33.00,CNY,交通,33.00,CNY,
16.02.2026 13:07,Expense,现金,418.11,CNY,日用杂货,418.11,CNY,沃尔玛
17.02.2026 11:39,Expense,招商银行,14.52,CNY,交通,14.52,CNY,
17.02.2026 15:56,Expense,招商银行,233.97,CNY,餐厅,233.97,CNY,
18.02.2026 09:24,Expense,现金,393.36,CNY,日用杂货,393.36,CNY,沃尔玛
18.02.2026 18:21,Expense,招商银行,718.08,CNY,油费,718.08,CNY,
19.02.2026 11:00,Expense,招商银行,190.74,CNY,药店,190.74,CNY,
21.02.2026 11:20,Expense,现金,370.59,CNY,日用杂货,370.59,CNY,永辉超市
21.02.2026 17:58,Expense,招商银行,55.44,CNY,咖啡馆,55.44,CNY,咖啡
22.02.2026 16:00,Expense,招商银行,201.96,CNY,药店,201.96,CNY,
23.02.2026 11:57,Expense,招商银行,9.90,CNY,交通,9.90,CNY,
24.02.2026 13:10,Expense,招商银行,97.68,CNY,咖啡馆,97.68,CNY,咖啡
24.02.2026 15:21,Expense,招商银行,62.37,CNY,咖啡馆,62.37,CNY,咖啡
24.02.2026 16:11,Expense,招商银行,199.65,CNY,日用杂货,199.65,CNY,沃尔玛
24.02.2026 20:00,Expense,招商银行,335.61,CNY,餐厅,335.61,CNY,
26.02.2026 09:03,Expense,招商银行,45.21,CNY,咖啡馆,45.21,CNY,咖啡
26.02.2026 20:27,Expense,现金,419.76,CNY,日用杂货,419.76,CNY,永辉超市
27.02.2026 11:55,Expense,现金,10.89,CNY,交通,10.89,CNY,
27.02.2026 17:00,Expense,招商银行,439.23,CNY,娱乐,439.23,CNY,
01.03.2026 09:00,Expense,银行卡,3960.00,CNY,房租,3960.00,CNY,公寓租金
02.03.2026 08:38,Expense,招商银行,289.41,CNY,日用杂货,289.41,CNY,沃尔玛
02.03.2026 09:53,Expense,现金,404.91,CNY,日用杂货,404.91,CNY,大润发
02.03.2026 18:26,Expense,现金,38.28,CNY,交通,38.28,CNY,
02.03.2026 20:20,Expense,招商银行,91.41,CNY,咖啡馆,91.41,CNY,咖啡
03.03.2026 09:30,Expense,银行卡,563.31,CNY,水电费,563.31,CNY,
04.03.2026 09:00,Expense,招商银行,99.00,CNY,网络,99.00,CNY,
04.03.2026 09:05,Expense,招商银行,82.50,CNY,手机,82.50,CNY,
05.03.2026 10:27,Income,工资,14762.55,CNY,招商银行,14762.55,CNY,月薪
05.03.2026 12:07,Expense,招商银行,164.34,CNY,日用杂货,164.34,CNY,永辉超市
06.03.2026 08:00,Expense,招商银行,198.00,CNY,订阅,198.00,CNY,Netflix + Spotify
07.03.2026 11:00,Transfer,招商银行,3275.91,CNY,储蓄账户,3275.91,CNY,每月储蓄
09.03.2026 12:08,Expense,招商银行,13.86,CNY,交通,13.86,CNY,
09.03.2026 19:54,Expense,现金,44.88,CNY,交通,44.88,CNY,
10.03.2026 10:24,Expense,现金,41.25,CNY,交通,41.25,CNY,
11.03.2026 12:00,Expense,招商银行,160.38,CNY,药店,160.38,CNY,
11.03.2026 16:54,Expense,招商银行,96.03,CNY,咖啡馆,96.03,CNY,咖啡
12.03.2026 10:57,Expense,招商银行,39.27,CNY,咖啡馆,39.27,CNY,咖啡
12.03.2026 15:07,Expense,现金,217.47,CNY,日用杂货,217.47,CNY,大润发
12.03.2026 17:57,Expense,招商银行,525.69,CNY,餐厅,525.69,CNY,
13.03.2026 19:46,Expense,现金,411.51,CNY,日用杂货,411.51,CNY,沃尔玛
13.03.2026 21:00,Expense,招商银行,142.89,CNY,娱乐,142.89,CNY,
14.03.2026 19:55,Expense,现金,193.71,CNY,日用杂货,193.71,CNY,沃尔玛
15.03.2026 14:00,Expense,招商银行,368.94,CNY,娱乐,368.94,CNY,
16.03.2026 12:27,Expense,招商银行,743.49,CNY,油费,743.49,CNY,
16.03.2026 17:53,Expense,现金,396.00,CNY,日用杂货,396.00,CNY,家乐福
17.03.2026 10:00,Expense,招商银行,279.84,CNY,药店,279.84,CNY,
17.03.2026 17:18,Expense,招商银行,38.94,CNY,咖啡馆,38.94,CNY,咖啡
18.03.2026 15:42,Income,自由职业收入,3869.58,CNY,招商银行,3869.58,CNY,副业项目
19.03.2026 13:00,Transfer,招商银行,1017.39,CNY,现金,1017.39,CNY,ATM取款
19.03.2026 13:45,Expense,招商银行,34.32,CNY,交通,34.32,CNY,
19.03.2026 17:00,Expense,招商银行,671.88,CNY,购物,671.88,CNY,
20.03.2026 08:13,Expense,现金,377.52,CNY,日用杂货,377.52,CNY,沃尔玛
20.03.2026 09:47,Expense,现金,383.79,CNY,日用杂货,383.79,CNY,永辉超市
20.03.2026 18:00,Income,礼物,377.19,CNY,现金,377.19,CNY,礼物
23.03.2026 13:09,Expense,招商银行,412.50,CNY,餐厅,412.50,CNY,
23.03.2026 14:00,Expense,招商银行,724.02,CNY,健康,724.02,CNY,
27.03.2026 10:51,Expense,招商银行,32.34,CNY,交通,32.34,CNY,
27.03.2026 15:57,Expense,招商银行,31.68,CNY,咖啡馆,31.68,CNY,咖啡
27.03.2026 16:37,Expense,现金,281.82,CNY,日用杂货,281.82,CNY,家乐福
28.03.2026 11:15,Expense,招商银行,89.10,CNY,咖啡馆,89.10,CNY,咖啡
29.03.2026 13:00,Expense,招商银行,215.49,CNY,娱乐,215.49,CNY,
29.03.2026 19:48,Expense,招商银行,61.71,CNY,咖啡馆,61.71,CNY,咖啡
30.03.2026 13:36,Expense,现金,11.22,CNY,交通,11.22,CNY,
01.04.2026 09:00,Expense,银行卡,3960.00,CNY,房租,3960.00,CNY,公寓租金
01.04.2026 12:13,Expense,现金,26.07,CNY,交通,26.07,CNY,
01.04.2026 15:00,Expense,招商银行,1356.96,CNY,购物,1356.96,CNY,
01.04.2026 18:00,Expense,招商银行,475.53,CNY,娱乐,475.53,CNY,
01.04.2026 19:31,Expense,招商银行,31.02,CNY,交通,31.02,CNY,
02.04.2026 19:02,Expense,招商银行,301.29,CNY,日用杂货,301.29,CNY,大润发
03.04.2026 09:14,Expense,招商银行,324.39,CNY,日用杂货,324.39,CNY,大润发
03.04.2026 09:30,Expense,银行卡,734.91,CNY,水电费,734.91,CNY,
03.04.2026 09:58,Expense,招商银行,168.63,CNY,日用杂货,168.63,CNY,家乐福
04.04.2026 09:00,Expense,招商银行,99.00,CNY,网络,99.00,CNY,
04.04.2026 09:05,Expense,招商银行,82.50,CNY,手机,82.50,CNY,
04.04.2026 20:50,Expense,招商银行,63.03,CNY,咖啡馆,63.03,CNY,咖啡
05.04.2026 10:09,Income,工资,15185.61,CNY,招商银行,15185.61,CNY,月薪
05.04.2026 12:24,Expense,现金,21.12,CNY,交通,21.12,CNY,
06.04.2026 08:00,Expense,招商银行,198.00,CNY,订阅,198.00,CNY,Netflix + Spotify
06.04.2026 09:02,Expense,招商银行,46.53,CNY,咖啡馆,46.53,CNY,咖啡
06.04.2026 10:00,Expense,现金,190.08,CNY,药店,190.08,CNY,
06.04.2026 14:02,Expense,招商银行,183.15,CNY,日用杂货,183.15,CNY,永辉超市
07.04.2026 11:00,Transfer,招商银行,1820.28,CNY,储蓄账户,1820.28,CNY,每月储蓄
07.04.2026 17:21,Expense,现金,142.23,CNY,日用杂货,142.23,CNY,家乐福
11.04.2026 12:10,Expense,招商银行,520.41,CNY,餐厅,520.41,CNY,
11.04.2026 13:27,Expense,招商银行,749.43,CNY,油费,749.43,CNY,
11.04.2026 14:29,Expense,招商银行,413.16,CNY,日用杂货,413.16,CNY,家乐福
12.04.2026 12:00,Income,股息收入,1421.31,CNY,储蓄账户,1421.31,CNY,季度股息
13.04.2026 09:30,Expense,现金,394.68,CNY,日用杂货,394.68,CNY,大润发
13.04.2026 18:28,Expense,招商银行,41.25,CNY,咖啡馆,41.25,CNY,咖啡
14.04.2026 13:57,Expense,现金,19.14,CNY,交通,19.14,CNY,
16.04.2026 10:00,Transfer,招商银行,942.48,CNY,现金,942.48,CNY,ATM取款
18.04.2026 15:28,Income,自由职业收入,4198.59,CNY,招商银行,4198.59,CNY,副业项目
19.04.2026 19:00,Expense,现金,152.13,CNY,药店,152.13,CNY,
19.04.2026 21:00,Expense,招商银行,271.59,CNY,娱乐,271.59,CNY,
20.04.2026 15:49,Expense,招商银行,12.54,CNY,交通,12.54,CNY,
21.04.2026 10:00,Expense,银行卡,3506.25,CNY,旅行,3506.25,CNY,周末旅行
22.04.2026 15:11,Expense,现金,44.55,CNY,交通,44.55,CNY,
24.04.2026 12:36,Expense,招商银行,71.61,CNY,咖啡馆,71.61,CNY,咖啡
24.04.2026 17:23,Expense,招商银行,39.27,CNY,交通,39.27,CNY,
26.04.2026 11:52,Expense,招商银行,44.88,CNY,咖啡馆,44.88,CNY,咖啡
26.04.2026 19:02,Expense,现金,399.96,CNY,日用杂货,399.96,CNY,沃尔玛
27.04.2026 07:02,Expense,招商银行,10.89,CNY,交通,10.89,CNY,
27.04.2026 16:05,Expense,招商银行,88.44,CNY,咖啡馆,88.44,CNY,咖啡
29.04.2026 16:12,Expense,招商银行,389.73,CNY,餐厅,389.73,CNY,
01.05.2026 09:00,Expense,银行卡,3960.00,CNY,房租,3960.00,CNY,公寓租金
01.05.2026 09:24,Expense,现金,142.23,CNY,日用杂货,142.23,CNY,大润发
02.05.2026 13:06,Expense,现金,205.26,CNY,日用杂货,205.26,CNY,永辉超市
02.05.2026 13:48,Expense,招商银行,653.07,CNY,油费,653.07,CNY,
02.05.2026 18:07,Expense,现金,292.71,CNY,日用杂货,292.71,CNY,家乐福
02.05.2026 18:29,Expense,招商银行,21.12,CNY,交通,21.12,CNY,
03.05.2026 09:30,Expense,银行卡,841.83,CNY,水电费,841.83,CNY,
04.05.2026 09:00,Expense,招商银行,99.00,CNY,网络,99.00,CNY,
04.05.2026 09:05,Expense,招商银行,82.50,CNY,手机,82.50,CNY,
05.05.2026 10:53,Income,工资,15413.31,CNY,招商银行,15413.31,CNY,月薪
05.05.2026 13:57,Expense,招商银行,441.21,CNY,餐厅,441.21,CNY,
05.05.2026 15:00,Expense,招商银行,242.88,CNY,药店,242.88,CNY,
05.05.2026 18:39,Expense,招商银行,74.25,CNY,咖啡馆,74.25,CNY,咖啡
06.05.2026 08:00,Expense,招商银行,198.00,CNY,订阅,198.00,CNY,Netflix + Spotify
06.05.2026 11:35,Expense,招商银行,24.75,CNY,交通,24.75,CNY,
08.05.2026 19:29,Expense,招商银行,37.62,CNY,咖啡馆,37.62,CNY,咖啡
08.05.2026 20:07,Expense,招商银行,513.15,CNY,餐厅,513.15,CNY,
10.05.2026 20:21,Expense,招商银行,32.01,CNY,咖啡馆,32.01,CNY,咖啡
11.05.2026 08:41,Expense,招商银行,40.26,CNY,交通,40.26,CNY,
12.05.2026 12:09,Expense,招商银行,31.35,CNY,交通,31.35,CNY,
13.05.2026 16:18,Expense,招商银行,134.97,CNY,日用杂货,134.97,CNY,大润发
13.05.2026 20:27,Expense,招商银行,77.88,CNY,咖啡馆,77.88,CNY,咖啡
14.05.2026 10:20,Expense,招商银行,33.33,CNY,交通,33.33,CNY,
15.05.2026 18:26,Expense,招商银行,658.68,CNY,餐厅,658.68,CNY,
16.05.2026 15:00,Expense,招商银行,1318.68,CNY,购物,1318.68,CNY,
17.05.2026 10:00,Expense,银行卡,3472.26,CNY,旅行,3472.26,CNY,周末旅行
18.05.2026 17:05,Expense,招商银行,581.13,CNY,餐厅,581.13,CNY,
20.05.2026 11:00,Transfer,招商银行,1175.46,CNY,现金,1175.46,CNY,ATM取款
20.05.2026 18:14,Expense,招商银行,258.06,CNY,日用杂货,258.06,CNY,永辉超市
21.05.2026 11:16,Expense,招商银行,78.21,CNY,咖啡馆,78.21,CNY,咖啡
22.05.2026 10:41,Expense,招商银行,55.11,CNY,咖啡馆,55.11,CNY,咖啡
22.05.2026 18:12,Expense,招商银行,97.35,CNY,咖啡馆,97.35,CNY,咖啡
23.05.2026 17:58,Expense,现金,342.54,CNY,日用杂货,342.54,CNY,沃尔玛
25.05.2026 17:54,Expense,现金,415.80,CNY,日用杂货,415.80,CNY,沃尔玛
26.05.2026 12:04,Expense,招商银行,18.15,CNY,交通,18.15,CNY,
26.05.2026 13:00,Expense,招商银行,412.50,CNY,娱乐,412.50,CNY,
26.05.2026 19:00,Expense,招商银行,124.08,CNY,娱乐,124.08,CNY,
27.05.2026 20:33,Expense,招商银行,144.21,CNY,日用杂货,144.21,CNY,沃尔玛
28.05.2026 10:00,Expense,现金,162.36,CNY,药店,162.36,CNY,
28.05.2026 10:26,Expense,招商银行,196.35,CNY,日用杂货,196.35,CNY,沃尔玛
30.05.2026 12:21,Expense,招商银行,391.05,CNY,日用杂货,391.05,CNY,大润发
30.05.2026 14:41,Expense,招商银行,17.16,CNY,交通,17.16,CNY,
30.05.2026 16:00,Expense,银行卡,1365.21,CNY,服装,1365.21,CNY,
01.06.2026 07:51,Expense,招商银行,17.49,CNY,交通,17.49,CNY,
01.06.2026 09:00,Expense,银行卡,3960.00,CNY,房租,3960.00,CNY,公寓租金
01.06.2026 12:07,Expense,招商银行,101.31,CNY,咖啡馆,101.31,CNY,咖啡
01.06.2026 13:21,Expense,现金,139.92,CNY,日用杂货,139.92,CNY,沃尔玛
01.06.2026 13:34,Expense,招商银行,269.61,CNY,日用杂货,269.61,CNY,大润发
01.06.2026 17:00,Expense,招商银行,390.72,CNY,娱乐,390.72,CNY,
02.06.2026 10:34,Expense,招商银行,396.66,CNY,日用杂货,396.66,CNY,沃尔玛
02.06.2026 15:00,Expense,现金,274.56,CNY,药店,274.56,CNY,
02.06.2026 16:13,Expense,招商银行,784.74,CNY,油费,784.74,CNY,
02.06.2026 20:45,Expense,招商银行,414.48,CNY,餐厅,414.48,CNY,
03.06.2026 07:18,Expense,现金,43.56,CNY,交通,43.56,CNY,
03.06.2026 09:30,Expense,银行卡,546.81,CNY,水电费,546.81,CNY,
03.06.2026 17:02,Expense,招商银行,152.46,CNY,日用杂货,152.46,CNY,沃尔玛
04.06.2026 08:39,Expense,现金,281.16,CNY,日用杂货,281.16,CNY,沃尔玛
04.06.2026 09:00,Expense,招商银行,99.00,CNY,网络,99.00,CNY,
04.06.2026 09:05,Expense,招商银行,82.50,CNY,手机,82.50,CNY,
04.06.2026 09:39,Expense,招商银行,682.11,CNY,油费,682.11,CNY,
04.06.2026 11:57,Expense,现金,17.82,CNY,交通,17.82,CNY,
04.06.2026 13:09,Expense,招商银行,638.22,CNY,餐厅,638.22,CNY,
04.06.2026 13:33,Expense,招商银行,40.59,CNY,咖啡馆,40.59,CNY,咖啡
04.06.2026 14:00,Expense,招商银行,354.42,CNY,娱乐,354.42,CNY,
04.06.2026 14:47,Expense,招商银行,93.72,CNY,咖啡馆,93.72,CNY,咖啡
04.06.2026 18:00,Expense,招商银行,942.81,CNY,购物,942.81,CNY,
05.06.2026 10:14,Income,工资,15158.22,CNY,招商银行,15158.22,CNY,月薪
05.06.2026 18:00,Expense,银行卡,1519.98,CNY,服装,1519.98,CNY,
05.06.2026 18:16,Expense,现金,153.45,CNY,日用杂货,153.45,CNY,永辉超市
05.06.2026 18:52,Expense,招商银行,83.16,CNY,咖啡馆,83.16,CNY,咖啡
05.06.2026 18:53,Expense,现金,31.68,CNY,交通,31.68,CNY,
05.06.2026 20:32,Expense,招商银行,30.03,CNY,交通,30.03,CNY,
05.06.2026 22:00,Expense,招商银行,131.34,CNY,娱乐,131.34,CNY,
06.06.2026 08:00,Expense,招商银行,198.00,CNY,订阅,198.00,CNY,Netflix + Spotify
06.06.2026 13:24,Expense,招商银行,54.12,CNY,咖啡馆,54.12,CNY,咖啡
06.06.2026 13:55,Expense,招商银行,34.32,CNY,交通,34.32,CNY,
06.06.2026 13:56,Expense,招商银行,24.09,CNY,交通,24.09,CNY,
06.06.2026 16:46,Expense,招商银行,410.85,CNY,日用杂货,410.85,CNY,沃尔玛
07.06.2026 11:00,Transfer,招商银行,2204.73,CNY,储蓄账户,2204.73,CNY,每月储蓄
07.06.2026 11:28,Expense,招商银行,152.79,CNY,日用杂货,152.79,CNY,大润发
07.06.2026 15:11,Expense,招商银行,206.91,CNY,餐厅,206.91,CNY,
07.06.2026 15:13,Expense,现金,297.66,CNY,日用杂货,297.66,CNY,大润发
07.06.2026 20:36,Expense,招商银行,203.28,CNY,餐厅,203.28,CNY,
08.06.2026 10:00,Expense,招商银行,1047.42,CNY,健康,1047.42,CNY,
08.06.2026 11:21,Expense,现金,219.12,CNY,日用杂货,219.12,CNY,永辉超市
08.06.2026 20:45,Expense,招商银行,54.45,CNY,咖啡馆,54.45,CNY,咖啡
09.06.2026 11:00,Transfer,招商银行,1209.78,CNY,现金,1209.78,CNY,ATM取款
09.06.2026 15:48,Income,自由职业收入,4288.68,CNY,招商银行,4288.68,CNY,副业项目
09.06.2026 18:00,Income,礼物,722.70,CNY,现金,722.70,CNY,礼物
