Date,Type,Category (From),Amount (From),Currency (From),Category (To),Amount (To),Currency (To),Comment
04.06.2026 09:05,Expense,एचडीएफसी बैंक,500.00,INR,मोबाइल,500.00,INR,
05.06.2026 10:53,Income,वेतन,93414.00,INR,एचडीएफसी बैंक,93414.00,INR,मासिक वेतन
05.06.2026 13:57,Expense,एचडीएफसी बैंक,2674.00,INR,रेस्तरां,2674.00,INR,
05.06.2026 15:00,Expense,एचडीएफसी बैंक,1472.00,INR,फार्मेसी,1472.00,INR,
05.06.2026 18:39,Expense,एचडीएफसी बैंक,450.00,INR,कैफे,450.00,INR,कॉफ़ी
06.06.2026 08:00,Expense,एचडीएफसी बैंक,1200.00,INR,सदस्यता,1200.00,INR,Netflix + Spotify
06.06.2026 11:35,Expense,एचडीएफसी बैंक,150.00,INR,परिवहन,150.00,INR,
08.06.2026 19:29,Expense,एचडीएफसी बैंक,228.00,INR,कैफे,228.00,INR,कॉफ़ी
08.06.2026 20:07,Expense,एचडीएफसी बैंक,3110.00,INR,रेस्तरां,3110.00,INR,
10.06.2026 20:21,Expense,एचडीएफसी बैंक,194.00,INR,कैफे,194.00,INR,कॉफ़ी
11.06.2026 08:41,Expense,एचडीएफसी बैंक,244.00,INR,परिवहन,244.00,INR,
12.06.2026 12:09,Expense,एचडीएफसी बैंक,190.00,INR,परिवहन,190.00,INR,
13.06.2026 16:18,Expense,एचडीएफसी बैंक,818.00,INR,किराना,818.00,INR,रिलायंस फ्रेश
13.06.2026 20:27,Expense,एचडीएफसी बैंक,472.00,INR,कैफे,472.00,INR,कॉफ़ी
14.06.2026 10:20,Expense,एचडीएफसी बैंक,202.00,INR,परिवहन,202.00,INR,
15.06.2026 18:26,Expense,एचडीएफसी बैंक,3992.00,INR,रेस्तरां,3992.00,INR,
16.06.2026 15:00,Expense,एचडीएफसी बैंक,7992.00,INR,खरीदारी,7992.00,INR,
17.06.2026 10:00,Expense,बैंक कार्ड,21044.00,INR,यात्रा,21044.00,INR,सप्ताहांत यात्रा
18.06.2026 17:05,Expense,एचडीएफसी बैंक,3522.00,INR,रेस्तरां,3522.00,INR,
20.06.2026 11:00,Transfer,एचडीएफसी बैंक,7124.00,INR,नकद,7124.00,INR,एटीएम से निकासी
20.06.2026 18:14,Expense,एचडीएफसी बैंक,1564.00,INR,किराना,1564.00,INR,डी-मार्ट
21.06.2026 11:16,Expense,एचडीएफसी बैंक,474.00,INR,कैफे,474.00,INR,कॉफ़ी
22.06.2026 10:41,Expense,एचडीएफसी बैंक,334.00,INR,कैफे,334.00,INR,कॉफ़ी
22.06.2026 18:12,Expense,एचडीएफसी बैंक,590.00,INR,कैफे,590.00,INR,कॉफ़ी
23.06.2026 17:58,Expense,नकद,2076.00,INR,किराना,2076.00,INR,बिग बाज़ार
25.06.2026 17:54,Expense,नकद,2520.00,INR,किराना,2520.00,INR,बिग बाज़ार
26.06.2026 12:04,Expense,एचडीएफसी बैंक,110.00,INR,परिवहन,110.00,INR,
26.06.2026 13:00,Expense,एचडीएफसी बैंक,2500.00,INR,मनोरंजन,2500.00,INR,
26.06.2026 19:00,Expense,एचडीएफसी बैंक,752.00,INR,मनोरंजन,752.00,INR,
27.06.2026 20:33,Expense,एचडीएफसी बैंक,874.00,INR,किराना,874.00,INR,बिग बाज़ार
28.06.2026 10:00,Expense,नकद,984.00,INR,फार्मेसी,984.00,INR,
28.06.2026 10:26,Expense,एचडीएफसी बैंक,1190.00,INR,किराना,1190.00,INR,बिग बाज़ार
30.06.2026 12:21,Expense,एचडीएफसी बैंक,2370.00,INR,किराना,2370.00,INR,रिलायंस फ्रेश
30.06.2026 14:41,Expense,एचडीएफसी बैंक,104.00,INR,परिवहन,104.00,INR,
30.06.2026 16:00,Expense,बैंक कार्ड,8274.00,INR,कपड़े,8274.00,INR,
01.07.2026 07:51,Expense,एचडीएफसी बैंक,106.00,INR,परिवहन,106.00,INR,
01.07.2026 09:00,Expense,बैंक कार्ड,24000.00,INR,किराया,24000.00,INR,फ्लैट का किराया
01.07.2026 12:07,Expense,एचडीएफसी बैंक,614.00,INR,कैफे,614.00,INR,कॉफ़ी
01.07.2026 13:21,Expense,नकद,848.00,INR,किराना,848.00,INR,बिग बाज़ार
01.07.2026 13:34,Expense,एचडीएफसी बैंक,1634.00,INR,किराना,1634.00,INR,रिलायंस फ्रेश
01.07.2026 17:00,Expense,एचडीएफसी बैंक,2368.00,INR,मनोरंजन,2368.00,INR,
02.07.2026 10:34,Expense,एचडीएफसी बैंक,2404.00,INR,किराना,2404.00,INR,बिग बाज़ार
02.07.2026 15:00,Expense,नकद,1664.00,INR,फार्मेसी,1664.00,INR,
02.07.2026 16:13,Expense,एचडीएफसी बैंक,4756.00,INR,ईंधन,4756.00,INR,
02.07.2026 20:45,Expense,एचडीएफसी बैंक,2512.00,INR,रेस्तरां,2512.00,INR,
03.07.2026 07:18,Expense,नकद,264.00,INR,परिवहन,264.00,INR,
03.07.2026 09:30,Expense,बैंक कार्ड,3314.00,INR,बिल,3314.00,INR,
03.07.2026 17:02,Expense,एचडीएफसी बैंक,924.00,INR,किराना,924.00,INR,बिग बाज़ार
04.07.2026 08:39,Expense,नकद,1704.00,INR,किराना,1704.00,INR,बिग बाज़ार
04.07.2026 09:00,Expense,एचडीएफसी बैंक,600.00,INR,इंटरनेट,600.00,INR,
04.07.2026 09:05,Expense,एचडीएफसी बैंक,500.00,INR,मोबाइल,500.00,INR,
04.07.2026 09:39,Expense,एचडीएफसी बैंक,4134.00,INR,ईंधन,4134.00,INR,
04.07.2026 11:57,Expense,नकद,108.00,INR,परिवहन,108.00,INR,
04.07.2026 13:09,Expense,एचडीएफसी बैंक,3868.00,INR,रेस्तरां,3868.00,INR,
04.07.2026 13:33,Expense,एचडीएफसी बैंक,246.00,INR,कैफे,246.00,INR,कॉफ़ी
04.07.2026 14:00,Expense,एचडीएफसी बैंक,2148.00,INR,मनोरंजन,2148.00,INR,
04.07.2026 14:47,Expense,एचडीएफसी बैंक,568.00,INR,कैफे,568.00,INR,कॉफ़ी
04.07.2026 18:00,Expense,एचडीएफसी बैंक,5714.00,INR,खरीदारी,5714.00,INR,
05.07.2026 10:14,Income,वेतन,91868.00,INR,एचडीएफसी बैंक,91868.00,INR,मासिक वेतन
05.07.2026 18:00,Expense,बैंक कार्ड,9212.00,INR,कपड़े,9212.00,INR,
05.07.2026 18:16,Expense,नकद,930.00,INR,किराना,930.00,INR,डी-मार्ट
05.07.2026 18:52,Expense,एचडीएफसी बैंक,504.00,INR,कैफे,504.00,INR,कॉफ़ी
05.07.2026 18:53,Expense,नकद,192.00,INR,परिवहन,192.00,INR,
05.07.2026 20:32,Expense,एचडीएफसी बैंक,182.00,INR,परिवहन,182.00,INR,
05.07.2026 22:00,Expense,एचडीएफसी बैंक,796.00,INR,मनोरंजन,796.00,INR,
06.07.2026 08:00,Expense,एचडीएफसी बैंक,1200.00,INR,सदस्यता,1200.00,INR,Netflix + Spotify
06.07.2026 13:24,Expense,एचडीएफसी बैंक,328.00,INR,कैफे,328.00,INR,कॉफ़ी
06.07.2026 13:55,Expense,एचडीएफसी बैंक,208.00,INR,परिवहन,208.00,INR,
06.07.2026 13:56,Expense,एचडीएफसी बैंक,146.00,INR,परिवहन,146.00,INR,
06.07.2026 16:46,Expense,एचडीएफसी बैंक,2490.00,INR,किराना,2490.00,INR,बिग बाज़ार
07.07.2026 11:00,Transfer,एचडीएफसी बैंक,13362.00,INR,बचत खाता,13362.00,INR,मासिक बचत
07.07.2026 11:28,Expense,एचडीएफसी बैंक,926.00,INR,किराना,926.00,INR,रिलायंस फ्रेश
07.07.2026 15:11,Expense,एचडीएफसी बैंक,1254.00,INR,रेस्तरां,1254.00,INR,
07.07.2026 15:13,Expense,नकद,1804.00,INR,किराना,1804.00,INR,रिलायंस फ्रेश
07.07.2026 20:36,Expense,एचडीएफसी बैंक,1232.00,INR,रेस्तरां,1232.00,INR,
08.07.2026 10:00,Expense,एचडीएफसी बैंक,6348.00,INR,स्वास्थ्य,6348.00,INR,
08.07.2026 11:21,Expense,नकद,1328.00,INR,किराना,1328.00,INR,डी-मार्ट
08.07.2026 20:45,Expense,एचडीएफसी बैंक,330.00,INR,कैफे,330.00,INR,कॉफ़ी
09.07.2026 11:00,Transfer,एचडीएफसी बैंक,7332.00,INR,नकद,7332.00,INR,एटीएम से निकासी
09.07.2026 15:48,Income,फ्रीलांस आय,25992.00,INR,एचडीएफसी बैंक,25992.00,INR,साइड प्रोजेक्ट
09.07.2026 18:00,Income,उपहार,4380.00,INR,नकद,4380.00,INR,उपहार
