Date,Type,Category (From),Amount (From),Currency (From),Category (To),Amount (To),Currency (To),Comment
05.02.2026 10:27,Income,راتب,13701.60,AED,بنك الإمارات,13701.60,AED,الراتب الشهري
05.02.2026 12:31,Expense,نقد,374.40,AED,البقالة,374.40,AED,كارفور
06.02.2026 08:00,Expense,بنك الإمارات,180.00,AED,الاشتراكات,180.00,AED,Netflix + Spotify
07.02.2026 11:00,Transfer,بنك الإمارات,2929.50,AED,حساب توفير,2929.50,AED,ادخار شهري
09.02.2026 11:17,Expense,بنك الإمارات,44.70,AED,مقهى,44.70,AED,قهوة
09.02.2026 15:00,Transfer,بنك الإمارات,843.60,AED,نقد,843.60,AED,سحب من الصراف
10.02.2026 11:12,Expense,نقد,30.00,AED,المواصلات,30.00,AED,
10.02.2026 15:42,Expense,بنك الإمارات,40.20,AED,مقهى,40.20,AED,قهوة
10.02.2026 16:02,Expense,نقد,26.10,AED,المواصلات,26.10,AED,
12.02.2026 13:11,Expense,بنك الإمارات,710.70,AED,الوقود,710.70,AED,
13.02.2026 20:18,Expense,بنك الإمارات,566.10,AED,المطاعم,566.10,AED,
15.02.2026 17:00,Expense,بنك الإمارات,671.70,AED,التسوق,671.70,AED,
15.02.2026 19:34,Expense,بنك الإمارات,39.90,AED,مقهى,39.90,AED,قهوة
16.02.2026 10:37,Expense,نقد,311.10,AED,البقالة,311.10,AED,يونيون كوب
16.02.2026 11:09,Expense,بنك الإمارات,30.00,AED,المواصلات,30.00,AED,
16.02.2026 13:07,Expense,نقد,380.10,AED,البقالة,380.10,AED,كارفور
17.02.2026 11:39,Expense,بنك الإمارات,13.20,AED,المواصلات,13.20,AED,
17.02.2026 15:56,Expense,بنك الإمارات,212.70,AED,المطاعم,212.70,AED,
18.02.2026 09:24,Expense,نقد,357.60,AED,البقالة,357.60,AED,كارفور
18.02.2026 18:21,Expense,بنك الإمارات,652.80,AED,الوقود,652.80,AED,
19.02.2026 11:00,Expense,بنك الإمارات,173.40,AED,الصيدلية,173.40,AED,
21.02.2026 11:20,Expense,نقد,336.90,AED,البقالة,336.90,AED,يونيون كوب
21.02.2026 17:58,Expense,بنك الإمارات,50.40,AED,مقهى,50.40,AED,قهوة
22.02.2026 16:00,Expense,بنك الإمارات,183.60,AED,الصيدلية,183.60,AED,
23.02.2026 11:57,Expense,بنك الإمارات,9.00,AED,المواصلات,9.00,AED,
24.02.2026 13:10,Expense,بنك الإمارات,88.80,AED,مقهى,88.80,AED,قهوة
24.02.2026 15:21,Expense,بنك الإمارات,56.70,AED,مقهى,56.70,AED,قهوة
24.02.2026 16:11,Expense,بنك الإمارات,181.50,AED,البقالة,181.50,AED,كارفور
24.02.2026 20:00,Expense,بنك الإمارات,305.10,AED,المطاعم,305.10,AED,
26.02.2026 09:03,Expense,بنك الإمارات,41.10,AED,مقهى,41.10,AED,قهوة
26.02.2026 20:27,Expense,نقد,381.60,AED,البقالة,381.60,AED,يونيون كوب
27.02.2026 11:55,Expense,نقد,9.90,AED,المواصلات,9.90,AED,
27.02.2026 17:00,Expense,بنك الإمارات,399.30,AED,الترفيه,399.30,AED,
01.03.2026 09:00,Expense,بطاقة بنكية,3600.00,AED,الإيجار,3600.00,AED,إيجار الشقة
02.03.2026 08:38,Expense,بنك الإمارات,263.10,AED,البقالة,263.10,AED,كارفور
02.03.2026 09:53,Expense,نقد,368.10,AED,البقالة,368.10,AED,لولو
02.03.2026 18:26,Expense,نقد,34.80,AED,المواصلات,34.80,AED,
02.03.2026 20:20,Expense,بنك الإمارات,83.10,AED,مقهى,83.10,AED,قهوة
03.03.2026 09:30,Expense,بطاقة بنكية,512.10,AED,الفواتير,512.10,AED,
04.03.2026 09:00,Expense,بنك الإمارات,90.00,AED,الإنترنت,90.00,AED,
04.03.2026 09:05,Expense,بنك الإمارات,75.00,AED,الهاتف,75.00,AED,
05.03.2026 10:27,Income,راتب,13420.50,AED,بنك الإمارات,13420.50,AED,الراتب الشهري
05.03.2026 12:07,Expense,بنك الإمارات,149.40,AED,البقالة,149.40,AED,يونيون كوب
06.03.2026 08:00,Expense,بنك الإمارات,180.00,AED,الاشتراكات,180.00,AED,Netflix + Spotify
07.03.2026 11:00,Transfer,بنك الإمارات,2978.10,AED,حساب توفير,2978.10,AED,ادخار شهري
09.03.2026 12:08,Expense,بنك الإمارات,12.60,AED,المواصلات,12.60,AED,
09.03.2026 19:54,Expense,نقد,40.80,AED,المواصلات,40.80,AED,
10.03.2026 10:24,Expense,نقد,37.50,AED,المواصلات,37.50,AED,
11.03.2026 12:00,Expense,بنك الإمارات,145.80,AED,الصيدلية,145.80,AED,
11.03.2026 16:54,Expense,بنك الإمارات,87.30,AED,مقهى,87.30,AED,قهوة
12.03.2026 10:57,Expense,بنك الإمارات,35.70,AED,مقهى,35.70,AED,قهوة
12.03.2026 15:07,Expense,نقد,197.70,AED,البقالة,197.70,AED,لولو
12.03.2026 17:57,Expense,بنك الإمارات,477.90,AED,المطاعم,477.90,AED,
13.03.2026 19:46,Expense,نقد,374.10,AED,البقالة,374.10,AED,كارفور
13.03.2026 21:00,Expense,بنك الإمارات,129.90,AED,الترفيه,129.90,AED,
14.03.2026 19:55,Expense,نقد,176.10,AED,البقالة,176.10,AED,كارفور
15.03.2026 14:00,Expense,بنك الإمارات,335.40,AED,الترفيه,335.40,AED,
16.03.2026 12:27,Expense,بنك الإمارات,675.90,AED,الوقود,675.90,AED,
16.03.2026 17:53,Expense,نقد,360.00,AED,البقالة,360.00,AED,سبينس
17.03.2026 10:00,Expense,بنك الإمارات,254.40,AED,الصيدلية,254.40,AED,
17.03.2026 17:18,Expense,بنك الإمارات,35.40,AED,مقهى,35.40,AED,قهوة
18.03.2026 15:42,Income,دخل حر,3517.80,AED,بنك الإمارات,3517.80,AED,مشروع جانبي
19.03.2026 13:00,Transfer,بنك الإمارات,924.90,AED,نقد,924.90,AED,سحب من الصراف
19.03.2026 13:45,Expense,بنك الإمارات,31.20,AED,المواصلات,31.20,AED,
19.03.2026 17:00,Expense,بنك الإمارات,610.80,AED,التسوق,610.80,AED,
20.03.2026 08:13,Expense,نقد,343.20,AED,البقالة,343.20,AED,كارفور
20.03.2026 09:47,Expense,نقد,348.90,AED,البقالة,348.90,AED,يونيون كوب
20.03.2026 18:00,Income,هدايا,342.90,AED,نقد,342.90,AED,هدية
23.03.2026 13:09,Expense,بنك الإمارات,375.00,AED,المطاعم,375.00,AED,
23.03.2026 14:00,Expense,بنك الإمارات,658.20,AED,الصحة,658.20,AED,
27.03.2026 10:51,Expense,بنك الإمارات,29.40,AED,المواصلات,29.40,AED,
27.03.2026 15:57,Expense,بنك الإمارات,28.80,AED,مقهى,28.80,AED,قهوة
27.03.2026 16:37,Expense,نقد,256.20,AED,البقالة,256.20,AED,سبينس
28.03.2026 11:15,Expense,بنك الإمارات,81.00,AED,مقهى,81.00,AED,قهوة
29.03.2026 13:00,Expense,بنك الإمارات,195.90,AED,الترفيه,195.90,AED,
29.03.2026 19:48,Expense,بنك الإمارات,56.10,AED,مقهى,56.10,AED,قهوة
30.03.2026 13:36,Expense,نقد,10.20,AED,المواصلات,10.20,AED,
01.04.2026 09:00,Expense,بطاقة بنكية,3600.00,AED,الإيجار,3600.00,AED,إيجار الشقة
01.04.2026 12:13,Expense,نقد,23.70,AED,المواصلات,23.70,AED,
01.04.2026 15:00,Expense,بنك الإمارات,1233.60,AED,التسوق,1233.60,AED,
01.04.2026 18:00,Expense,بنك الإمارات,432.30,AED,الترفيه,432.30,AED,
01.04.2026 19:31,Expense,بنك الإمارات,28.20,AED,المواصلات,28.20,AED,
02.04.2026 19:02,Expense,بنك الإمارات,273.90,AED,البقالة,273.90,AED,لولو
03.04.2026 09:14,Expense,بنك الإمارات,294.90,AED,البقالة,294.90,AED,لولو
03.04.2026 09:30,Expense,بطاقة بنكية,668.10,AED,الفواتير,668.10,AED,
03.04.2026 09:58,Expense,بنك الإمارات,153.30,AED,البقالة,153.30,AED,سبينس
04.04.2026 09:00,Expense,بنك الإمارات,90.00,AED,الإنترنت,90.00,AED,
04.04.2026 09:05,Expense,بنك الإمارات,75.00,AED,الهاتف,75.00,AED,
04.04.2026 20:50,Expense,بنك الإمارات,57.30,AED,مقهى,57.30,AED,قهوة
05.04.2026 10:09,Income,راتب,13805.10,AED,بنك الإمارات,13805.10,AED,الراتب الشهري
05.04.2026 12:24,Expense,نقد,19.20,AED,المواصلات,19.20,AED,
06.04.2026 08:00,Expense,بنك الإمارات,180.00,AED,الاشتراكات,180.00,AED,Netflix + Spotify
06.04.2026 09:02,Expense,بنك الإمارات,42.30,AED,مقهى,42.30,AED,قهوة
06.04.2026 10:00,Expense,نقد,172.80,AED,الصيدلية,172.80,AED,
06.04.2026 14:02,Expense,بنك الإمارات,166.50,AED,البقالة,166.50,AED,يونيون كوب
07.04.2026 11:00,Transfer,بنك الإمارات,1654.80,AED,حساب توفير,1654.80,AED,ادخار شهري
07.04.2026 17:21,Expense,نقد,129.30,AED,البقالة,129.30,AED,سبينس
11.04.2026 12:10,Expense,بنك الإمارات,473.10,AED,المطاعم,473.10,AED,
11.04.2026 13:27,Expense,بنك الإمارات,681.30,AED,الوقود,681.30,AED,
11.04.2026 14:29,Expense,بنك الإمارات,375.60,AED,البقالة,375.60,AED,سبينس
12.04.2026 12:00,Income,أرباح الأسهم,1292.10,AED,حساب توفير,1292.10,AED,أرباح ربع سنوية
13.04.2026 09:30,Expense,نقد,358.80,AED,البقالة,358.80,AED,لولو
13.04.2026 18:28,Expense,بنك الإمارات,37.50,AED,مقهى,37.50,AED,قهوة
14.04.2026 13:57,Expense,نقد,17.40,AED,المواصلات,17.40,AED,
16.04.2026 10:00,Transfer,بنك الإمارات,856.80,AED,نقد,856.80,AED,سحب من الصراف
18.04.2026 15:28,Income,دخل حر,3816.90,AED,بنك الإمارات,3816.90,AED,مشروع جانبي
19.04.2026 19:00,Expense,نقد,138.30,AED,الصيدلية,138.30,AED,
19.04.2026 21:00,Expense,بنك الإمارات,246.90,AED,الترفيه,246.90,AED,
20.04.2026 15:49,Expense,بنك الإمارات,11.40,AED,المواصلات,11.40,AED,
21.04.2026 10:00,Expense,بطاقة بنكية,3187.50,AED,السفر,3187.50,AED,رحلة نهاية الأسبوع
22.04.2026 15:11,Expense,نقد,40.50,AED,المواصلات,40.50,AED,
24.04.2026 12:36,Expense,بنك الإمارات,65.10,AED,مقهى,65.10,AED,قهوة
24.04.2026 17:23,Expense,بنك الإمارات,35.70,AED,المواصلات,35.70,AED,
26.04.2026 11:52,Expense,بنك الإمارات,40.80,AED,مقهى,40.80,AED,قهوة
26.04.2026 19:02,Expense,نقد,363.60,AED,البقالة,363.60,AED,كارفور
27.04.2026 07:02,Expense,بنك الإمارات,9.90,AED,المواصلات,9.90,AED,
27.04.2026 16:05,Expense,بنك الإمارات,80.40,AED,مقهى,80.40,AED,قهوة
29.04.2026 16:12,Expense,بنك الإمارات,354.30,AED,المطاعم,354.30,AED,
01.05.2026 09:00,Expense,بطاقة بنكية,3600.00,AED,الإيجار,3600.00,AED,إيجار الشقة
01.05.2026 09:24,Expense,نقد,129.30,AED,البقالة,129.30,AED,لولو
02.05.2026 13:06,Expense,نقد,186.60,AED,البقالة,186.60,AED,يونيون كوب
02.05.2026 13:48,Expense,بنك الإمارات,593.70,AED,الوقود,593.70,AED,
02.05.2026 18:07,Expense,نقد,266.10,AED,البقالة,266.10,AED,سبينس
02.05.2026 18:29,Expense,بنك الإمارات,19.20,AED,المواصلات,19.20,AED,
03.05.2026 09:30,Expense,بطاقة بنكية,765.30,AED,الفواتير,765.30,AED,
04.05.2026 09:00,Expense,بنك الإمارات,90.00,AED,الإنترنت,90.00,AED,
04.05.2026 09:05,Expense,بنك الإمارات,75.00,AED,الهاتف,75.00,AED,
05.05.2026 10:53,Income,راتب,14012.10,AED,بنك الإمارات,14012.10,AED,الراتب الشهري
05.05.2026 13:57,Expense,بنك الإمارات,401.10,AED,المطاعم,401.10,AED,
05.05.2026 15:00,Expense,بنك الإمارات,220.80,AED,الصيدلية,220.80,AED,
05.05.2026 18:39,Expense,بنك الإمارات,67.50,AED,مقهى,67.50,AED,قهوة
06.05.2026 08:00,Expense,بنك الإمارات,180.00,AED,الاشتراكات,180.00,AED,Netflix + Spotify
06.05.2026 11:35,Expense,بنك الإمارات,22.50,AED,المواصلات,22.50,AED,
08.05.2026 19:29,Expense,بنك الإمارات,34.20,AED,مقهى,34.20,AED,قهوة
08.05.2026 20:07,Expense,بنك الإمارات,466.50,AED,المطاعم,466.50,AED,
10.05.2026 20:21,Expense,بنك الإمارات,29.10,AED,مقهى,29.10,AED,قهوة
11.05.2026 08:41,Expense,بنك الإمارات,36.60,AED,المواصلات,36.60,AED,
12.05.2026 12:09,Expense,بنك الإمارات,28.50,AED,المواصلات,28.50,AED,
13.05.2026 16:18,Expense,بنك الإمارات,122.70,AED,البقالة,122.70,AED,لولو
13.05.2026 20:27,Expense,بنك الإمارات,70.80,AED,مقهى,70.80,AED,قهوة
14.05.2026 10:20,Expense,بنك الإمارات,30.30,AED,المواصلات,30.30,AED,
15.05.2026 18:26,Expense,بنك الإمارات,598.80,AED,المطاعم,598.80,AED,
16.05.2026 15:00,Expense,بنك الإمارات,1198.80,AED,التسوق,1198.80,AED,
17.05.2026 10:00,Expense,بطاقة بنكية,3156.60,AED,السفر,3156.60,AED,رحلة نهاية الأسبوع
18.05.2026 17:05,Expense,بنك الإمارات,528.30,AED,المطاعم,528.30,AED,
20.05.2026 11:00,Transfer,بنك الإمارات,1068.60,AED,نقد,1068.60,AED,سحب من الصراف
20.05.2026 18:14,Expense,بنك الإمارات,234.60,AED,البقالة,234.60,AED,يونيون كوب
21.05.2026 11:16,Expense,بنك الإمارات,71.10,AED,مقهى,71.10,AED,قهوة
22.05.2026 10:41,Expense,بنك الإمارات,50.10,AED,مقهى,50.10,AED,قهوة
22.05.2026 18:12,Expense,بنك الإمارات,88.50,AED,مقهى,88.50,AED,قهوة
23.05.2026 17:58,Expense,نقد,311.40,AED,البقالة,311.40,AED,كارفور
25.05.2026 17:54,Expense,نقد,378.00,AED,البقالة,378.00,AED,كارفور
26.05.2026 12:04,Expense,بنك الإمارات,16.50,AED,المواصلات,16.50,AED,
26.05.2026 13:00,Expense,بنك الإمارات,375.00,AED,الترفيه,375.00,AED,
26.05.2026 19:00,Expense,بنك الإمارات,112.80,AED,الترفيه,112.80,AED,
27.05.2026 20:33,Expense,بنك الإمارات,131.10,AED,البقالة,131.10,AED,كارفور
28.05.2026 10:00,Expense,نقد,147.60,AED,الصيدلية,147.60,AED,
28.05.2026 10:26,Expense,بنك الإمارات,178.50,AED,البقالة,178.50,AED,كارفور
30.05.2026 12:21,Expense,بنك الإمارات,355.50,AED,البقالة,355.50,AED,لولو
30.05.2026 14:41,Expense,بنك الإمارات,15.60,AED,المواصلات,15.60,AED,
30.05.2026 16:00,Expense,بطاقة بنكية,1241.10,AED,الملابس,1241.10,AED,
01.06.2026 07:51,Expense,بنك الإمارات,15.90,AED,المواصلات,15.90,AED,
01.06.2026 09:00,Expense,بطاقة بنكية,3600.00,AED,الإيجار,3600.00,AED,إيجار الشقة
01.06.2026 12:07,Expense,بنك الإمارات,92.10,AED,مقهى,92.10,AED,قهوة
01.06.2026 13:21,Expense,نقد,127.20,AED,البقالة,127.20,AED,كارفور
01.06.2026 13:34,Expense,بنك الإمارات,245.10,AED,البقالة,245.10,AED,لولو
01.06.2026 17:00,Expense,بنك الإمارات,355.20,AED,الترفيه,355.20,AED,
02.06.2026 10:34,Expense,بنك الإمارات,360.60,AED,البقالة,360.60,AED,كارفور
02.06.2026 15:00,Expense,نقد,249.60,AED,الصيدلية,249.60,AED,
02.06.2026 16:13,Expense,بنك الإمارات,713.40,AED,الوقود,713.40,AED,
02.06.2026 20:45,Expense,بنك الإمارات,376.80,AED,المطاعم,376.80,AED,
03.06.2026 07:18,Expense,نقد,39.60,AED,المواصلات,39.60,AED,
03.06.2026 09:30,Expense,بطاقة بنكية,497.10,AED,الفواتير,497.10,AED,
03.06.2026 17:02,Expense,بنك الإمارات,138.60,AED,البقالة,138.60,AED,كارفور
04.06.2026 08:39,Expense,نقد,255.60,AED,البقالة,255.60,AED,كارفور
04.06.2026 09:00,Expense,بنك الإمارات,90.00,AED,الإنترنت,90.00,AED,
04.06.2026 09:05,Expense,بنك الإمارات,75.00,AED,الهاتف,75.00,AED,
04.06.2026 09:39,Expense,بنك الإمارات,620.10,AED,الوقود,620.10,AED,
04.06.2026 11:57,Expense,نقد,16.20,AED,المواصلات,16.20,AED,
04.06.2026 13:09,Expense,بنك الإمارات,580.20,AED,المطاعم,580.20,AED,
04.06.2026 13:33,Expense,بنك الإمارات,36.90,AED,مقهى,36.90,AED,قهوة
04.06.2026 14:00,Expense,بنك الإمارات,322.20,AED,الترفيه,322.20,AED,
04.06.2026 14:47,Expense,بنك الإمارات,85.20,AED,مقهى,85.20,AED,قهوة
04.06.2026 18:00,Expense,بنك الإمارات,857.10,AED,التسوق,857.10,AED,
05.06.2026 10:14,Income,راتب,13780.20,AED,بنك الإمارات,13780.20,AED,الراتب الشهري
05.06.2026 18:00,Expense,بطاقة بنكية,1381.80,AED,الملابس,1381.80,AED,
05.06.2026 18:16,Expense,نقد,139.50,AED,البقالة,139.50,AED,يونيون كوب
05.06.2026 18:52,Expense,بنك الإمارات,75.60,AED,مقهى,75.60,AED,قهوة
05.06.2026 18:53,Expense,نقد,28.80,AED,المواصلات,28.80,AED,
05.06.2026 20:32,Expense,بنك الإمارات,27.30,AED,المواصلات,27.30,AED,
05.06.2026 22:00,Expense,بنك الإمارات,119.40,AED,الترفيه,119.40,AED,
06.06.2026 08:00,Expense,بنك الإمارات,180.00,AED,الاشتراكات,180.00,AED,Netflix + Spotify
06.06.2026 13:24,Expense,بنك الإمارات,49.20,AED,مقهى,49.20,AED,قهوة
06.06.2026 13:55,Expense,بنك الإمارات,31.20,AED,المواصلات,31.20,AED,
06.06.2026 13:56,Expense,بنك الإمارات,21.90,AED,المواصلات,21.90,AED,
06.06.2026 16:46,Expense,بنك الإمارات,373.50,AED,البقالة,373.50,AED,كارفور
07.06.2026 11:00,Transfer,بنك الإمارات,2004.30,AED,حساب توفير,2004.30,AED,ادخار شهري
07.06.2026 11:28,Expense,بنك الإمارات,138.90,AED,البقالة,138.90,AED,لولو
07.06.2026 15:11,Expense,بنك الإمارات,188.10,AED,المطاعم,188.10,AED,
07.06.2026 15:13,Expense,نقد,270.60,AED,البقالة,270.60,AED,لولو
07.06.2026 20:36,Expense,بنك الإمارات,184.80,AED,المطاعم,184.80,AED,
08.06.2026 10:00,Expense,بنك الإمارات,952.20,AED,الصحة,952.20,AED,
08.06.2026 11:21,Expense,نقد,199.20,AED,البقالة,199.20,AED,يونيون كوب
08.06.2026 20:45,Expense,بنك الإمارات,49.50,AED,مقهى,49.50,AED,قهوة
09.06.2026 11:00,Transfer,بنك الإمارات,1099.80,AED,نقد,1099.80,AED,سحب من الصراف
09.06.2026 15:48,Income,دخل حر,3898.80,AED,بنك الإمارات,3898.80,AED,مشروع جانبي
09.06.2026 18:00,Income,هدايا,657.00,AED,نقد,657.00,AED,هدية
